timestamps,TP9,AF7,AF8,TP10,Right AUX
1732270586.402,209.473,202.637,-698.242,33.203,0.000
1732270586.406,146.484,-307.129,-763.672,-144.531,0.000
1732270586.410,110.352,-149.414,-598.145,-1.465,0.000
1732270586.414,164.062,379.883,-486.816,268.066,0.000
1732270586.417,187.988,405.273,-446.777,325.195,0.000
1732270586.421,154.297,500.000,-387.695,61.035,0.000
1732270586.425,150.391,313.477,-462.402,-114.746,0.000
1732270586.429,210.449,59.082,-386.719,46.387,0.000
1732270586.433,250.488,582.031,56.152,271.973,0.000
1732270586.437,233.398,-972.656,366.699,321.777,0.000
1732270586.441,186.035,892.578,213.867,112.793,0.000
1732270586.445,153.320,332.031,-106.934,-86.426,0.000
1732270586.449,179.199,218.262,41.504,-15.625,0.000
1732270586.453,227.051,674.316,342.285,226.562,0.000
1732270586.457,224.609,-945.801,390.625,320.801,0.000
1732270586.460,231.445,538.574,-52.734,147.949,0.000
1732270586.464,232.422,-169.434,-531.738,-100.098,0.000
1732270586.468,249.023,221.191,-353.027,-114.258,0.000
1732270586.472,292.969,764.160,-64.453,166.504,0.000
1732270586.476,272.461,982.422,-18.555,308.105,0.000
1732270586.480,221.680,908.203,-286.133,118.652,0.000
1732270586.484,153.809,605.957,-476.562,-133.301,0.000
1732270586.488,132.324,347.168,-489.258,-134.277,0.000
1732270586.492,143.555,591.797,-192.383,104.980,0.000
1732270586.496,120.605,985.840,249.023,250.977,0.000
1732270586.500,105.469,888.184,22.461,118.164,0.000
1732270586.503,78.613,265.625,-469.727,-104.004,0.000
1732270586.507,57.129,-328.613,-529.785,-134.277,0.000
1732270586.511,47.852,386.719,35.645,32.227,0.000
1732270586.515,75.684,-929.688,386.230,212.891,0.000
1732270586.519,98.145,845.703,121.582,174.316,0.000
1732270586.523,78.125,333.496,-336.426,-77.637,0.000
1732270586.527,81.543,101.074,-461.426,-199.219,0.000
1732270586.531,127.441,616.211,-27.344,17.090,0.000
1732270586.535,165.039,758.789,225.098,250.000,0.000
1732270586.539,124.512,659.180,124.023,178.711,0.000
1732270586.542,57.129,383.789,-265.137,-99.609,0.000
1732270586.546,58.594,-157.715,-604.492,-208.008,0.000
1732270586.550,138.184,-346.191,-558.105,23.438,0.000
1732270586.554,123.047,187.012,-343.750,220.215,0.000
1732270586.558,33.691,-950.684,-103.027,167.480,0.000
1732270586.562,44.434,653.320,-395.508,-33.691,0.000
1732270586.566,25.391,-16.602,-558.594,-199.219,0.000
1732270586.570,0.977,311.523,-299.805,-60.059,0.000
1732270586.574,-0.488,904.297,34.668,169.434,0.000
1732270586.578,-20.508,939.453,10.254,202.637,0.000
1732270586.582,-43.457,373.047,-403.320,-21.973,0.000
1732270586.585,-30.273,-141.113,-547.363,-214.355,0.000
1732270586.589,41.504,-119.629,-466.309,-70.312,0.000
1732270586.593,8.789,100.098,-339.844,182.617,0.000
1732270586.597,-20.996,-127.441,-325.684,244.629,0.000
1732270586.601,-38.086,-342.773,-403.809,-10.742,0.000
1732270586.605,-27.832,-452.148,-487.793,-200.195,0.000
1732270586.609,63.965,-719.727,-456.543,-84.961,0.000
1732270586.613,86.426,-343.262,-45.410,128.906,0.000
1732270586.616,70.312,228.516,334.473,215.332,0.000
1732270586.621,48.828,-75.195,145.996,32.715,0.000
1732270586.624,14.160,-787.598,-266.113,-173.828,0.000
1732270586.628,9.277,-942.871,-288.574,-105.469,0.000
1732270586.632,85.449,-439.941,102.539,131.836,0.000
1732270586.636,116.699,-175.781,302.734,264.648,0.000
1732270586.640,74.219,-658.691,-62.012,111.816,0.000
1732270586.644,41.504,-1000.000,-465.332,-145.508,0.000
1732270586.648,104.492,-1000.000,-396.484,-163.086,0.000
1732270586.652,160.645,-712.402,-7.812,95.703,0.000
1732270586.655,193.359,-667.480,23.926,310.059,0.000
1732270586.659,178.711,-790.527,-209.961,145.020,0.000
1732270586.663,114.258,-842.773,-318.848,-147.461,0.000
1732270586.668,128.906,-1000.000,-481.445,-140.137,0.000
1732270586.672,131.836,-878.906,-244.141,101.562,0.000
1732270586.675,135.254,-426.270,167.480,253.906,0.000
1732270586.679,130.371,-461.914,42.480,144.043,0.000
1732270586.683,86.426,-875.488,-447.266,-85.449,0.000
1732270586.687,116.211,-1000.000,-637.695,-125.000,0.000
1732270586.691,152.832,-966.309,-412.598,70.801,0.000
1732270586.695,128.906,-762.207,-184.082,261.719,0.000
1732270586.699,148.926,-829.102,-366.699,234.863,0.000
1732270586.703,159.668,-1000.000,-612.793,-11.719,0.000
1732270586.706,158.203,-1000.000,-531.738,-180.176,0.000
1732270586.710,181.641,-890.625,-366.699,44.434,0.000
1732270586.715,146.973,-663.086,-214.355,305.664,0.000
1732270586.718,59.082,-530.762,-263.184,262.207,0.000
1732270586.722,13.672,-726.562,-445.312,-2.930,0.000
1732270586.726,52.734,-1000.000,-563.965,-129.395,0.000
1732270586.730,68.359,-998.535,-468.750,68.848,0.000
1732270586.734,97.656,-885.254,-227.539,268.066,0.000
1732270586.738,104.004,-601.562,-43.945,253.906,0.000
1732270586.742,70.801,-730.469,-290.527,21.484,0.000
1732270586.746,50.293,-1000.000,-582.031,-146.484,0.000
1732270586.750,30.762,-1000.000,-425.781,-27.832,0.000
1732270586.753,21.973,-742.188,-18.066,178.711,0.000
1732270586.757,0.488,-412.109,239.746,251.465,0.000
1732270586.762,-24.414,-788.086,-288.574,82.031,0.000
1732270586.765,-84.961,-1000.000,-576.172,-172.852,0.000
1732270586.769,-110.352,-974.609,-360.840,-117.188,0.000
1732270586.773,-80.078,-715.332,-57.129,146.484,0.000
1732270586.777,-94.727,-576.172,122.070,240.723,0.000
1732270586.781,-150.391,-848.633,-278.809,49.316,0.000
1732270586.785,-209.473,-1000.000,-571.777,-181.152,0.000
1732270586.789,-184.082,-1000.000,-510.254,-124.023,0.000
1732270586.793,-155.273,-969.238,-355.957,146.484,0.000
1732270586.796,-204.102,-525.879,136.719,238.281,0.000
1732270586.800,-229.492,-583.008,42.969,39.062,0.000
1732270586.804,-258.301,-993.652,-488.770,-166.016,0.000
1732270586.808,-299.805,-1000.000,-520.508,-143.555,0.000
1732270586.812,-315.918,-862.793,-150.879,65.430,0.000
1732270586.816,-387.207,-559.570,38.086,227.539,0.000
1732270586.820,-497.559,-789.551,-355.957,113.770,0.000
1732270586.824,-497.559,-1000.000,-689.941,-128.418,0.000
1732270586.828,-411.621,-990.234,-737.793,-162.109,0.000
1732270586.832,-302.734,-994.629,-614.258,64.941,0.000
1732270586.836,-190.918,-992.676,-587.402,287.109,0.000
1732270586.839,-173.340,-993.652,-688.477,168.945,0.000
1732270586.843,-196.289,-992.188,-736.816,-134.277,0.000
1732270586.847,-123.047,-1000.000,-791.992,-131.348,0.000
1732270586.851,-44.434,-1000.000,-640.137,126.953,0.000
1732270586.855,-44.434,-776.855,-425.293,293.945,0.000
1732270586.859,-86.426,-791.016,-507.324,245.605,0.000
1732270586.863,-97.656,-1000.000,-750.000,25.391,0.000
1732270586.867,-120.605,-1000.000,-749.023,-110.840,0.000
1732270586.871,-183.594,-995.117,-545.898,70.801,0.000
1732270586.875,-232.422,-998.535,-412.598,294.434,0.000
1732270586.879,-302.734,-999.512,-496.094,282.227,0.000
1732270586.882,-339.844,-999.512,-690.430,24.902,0.000
1732270586.886,-316.895,-1000.000,-681.152,-167.480,0.000
1732270586.890,-240.723,-992.188,-513.184,14.160,0.000
1732270586.894,-102.051,-978.516,-418.457,270.996,0.000
1732270586.898,-57.617,-990.234,-450.195,268.066,0.000
1732270586.902,-79.102,-998.047,-555.664,1.465,0.000
1732270586.906,-32.227,-993.164,-714.844,-150.391,0.000
1732270586.910,28.809,-1000.000,-617.188,10.742,0.000
1732270586.914,55.664,-886.230,-405.762,216.309,0.000
1732270586.918,38.086,-831.055,-435.547,256.836,0.000
1732270586.921,-21.484,-1000.000,-687.500,46.875,0.000
1732270586.925,-37.598,-998.535,-907.715,-132.812,0.000
1732270586.929,-74.707,-1000.000,-799.805,-61.035,0.000
1732270586.933,-122.070,-924.316,-522.461,107.910,0.000
1732270586.937,-77.637,-885.742,-553.711,220.215,0.000
1732270586.941,-50.293,-1000.000,-745.117,24.902,0.000
1732270586.945,-52.246,-1000.000,-833.496,-220.215,0.000
1732270586.949,0.000,-996.094,-770.996,-138.672,0.000
1732270586.953,0.000,-998.535,-637.695,123.535,0.000
1732270586.957,0.000,-978.027,-585.938,235.840,0.000
1732270586.961,0.000,-978.027,-730.469,38.574,0.000
1732270586.964,0.000,-1000.000,-870.605,-185.547,0.000
1732270586.968,0.000,-1000.000,-872.559,-119.629,0.000
1732270586.972,0.000,-1000.000,-751.953,145.508,0.000
1732270586.976,0.000,-1000.000,-623.535,248.535,0.000
1732270586.980,0.000,-1000.000,-722.168,69.824,0.000
1732270586.984,0.000,-997.559,-872.070,-140.625,0.000
1732270586.988,0.000,-1000.000,-874.512,-153.320,0.000
1732270586.992,0.000,-986.816,-696.777,70.312,0.000
1732270586.996,132.812,-884.277,-546.387,258.789,0.000
1732270587.000,144.531,-918.457,-642.578,162.598,0.000
1732270587.004,116.699,-1000.000,-800.781,-77.148,0.000
1732270587.007,120.605,-998.047,-757.812,-135.742,0.000
1732270587.011,188.965,-999.023,-597.168,134.766,0.000
1732270587.015,209.473,-1000.000,-511.719,353.516,0.000
1732270587.019,165.527,-1000.000,-490.234,242.188,0.000
1732270587.023,103.027,-1000.000,-562.500,-39.062,0.000
1732270587.027,118.652,-999.023,-645.020,-117.676,0.000
1732270587.031,157.227,-1000.000,-508.301,97.656,0.000
1732270587.035,155.762,-953.125,-284.668,268.555,0.000
1732270587.038,143.555,-934.082,-267.578,201.172,0.000
1732270587.043,146.973,-996.094,-527.832,-27.832,0.000
1732270587.047,166.016,-1000.000,-641.113,-156.738,0.000
1732270587.051,136.230,-1000.000,-389.160,-33.691,0.000
1732270587.054,123.535,-854.004,46.875,202.148,0.000
1732270587.058,136.719,-851.562,192.383,221.191,0.000
1732270587.062,158.203,-1000.000,-224.609,-31.250,0.000
1732270587.066,231.445,-1000.000,-434.570,-184.082,0.000
1732270587.070,372.559,-996.094,-122.559,-30.273,0.000
1732270587.074,512.695,-1000.000,289.551,229.004,0.000
1732270587.078,584.473,-996.094,361.328,277.344,0.000
1732270587.082,610.840,-995.605,262.207,2.930,0.000
1732270587.085,667.969,-993.652,154.297,-194.336,0.000
1732270587.090,720.703,-1000.000,151.855,-63.965,0.000
1732270587.094,693.359,-937.988,326.660,154.297,0.000
1732270587.097,595.703,-831.055,509.277,209.473,0.000
1732270587.101,431.641,-947.754,340.820,12.207,0.000
1732270587.105,351.074,-1000.000,128.418,-176.270,0.000
1732270587.109,379.883,-1000.000,209.961,-95.703,0.000
1732270587.113,333.496,-951.172,401.367,124.512,0.000
1732270587.117,281.250,-761.719,546.387,228.516,0.000
1732270587.121,260.742,-901.367,250.977,108.887,0.000
1732270587.125,168.457,-1000.000,6.836,-114.746,0.000
1732270587.128,149.902,-997.070,270.020,-123.535,0.000
1732270587.132,157.227,-938.965,413.574,131.836,0.000
1732270587.137,61.035,-745.605,508.301,258.789,0.000
1732270587.140,46.875,-742.188,480.469,104.004,0.000
1732270587.144,104.492,-965.332,338.867,-100.098,0.000
1732270587.148,139.160,-1000.000,313.477,-74.707,0.000
1732270587.152,151.367,-916.016,484.375,155.273,0.000
1732270587.156,153.809,-776.855,625.000,307.129,0.000
1732270587.160,108.398,-897.461,570.801,190.918,0.000
1732270587.164,-32.715,-1000.000,398.926,-54.688,0.000
1732270587.168,-90.332,-1000.000,363.281,-103.027,0.000
1732270587.171,-92.773,-930.664,500.488,92.285,0.000
1732270587.175,-95.215,-627.441,503.418,262.695,0.000
1732270587.179,-115.723,-756.836,333.496,177.734,0.000
1732270587.183,-145.996,-1000.000,194.824,-49.316,0.000
1732270587.187,-189.941,-1000.000,289.551,-152.344,0.000
1732270587.191,-270.020,-942.871,486.816,51.758,0.000
1732270587.195,-441.406,-792.969,605.469,273.438,0.000
1732270587.199,-622.070,-746.582,639.160,174.316,0.000
1732270587.203,-748.535,-940.430,634.766,-115.723,0.000
1732270587.207,-831.055,-996.582,672.363,-170.898,0.000
1732270587.211,-877.930,-1000.000,805.664,93.262,0.000
1732270587.214,-951.660,-806.641,899.902,280.273,0.000
1732270587.218,-1000.000,-322.266,916.016,186.035,0.000
1732270587.222,-997.559,-663.574,913.574,-34.668,0.000
1732270587.226,-1000.000,-1000.000,917.480,-184.082,0.000
1732270587.230,-1000.000,-992.188,929.199,-44.434,0.000
1732270587.234,-1000.000,-732.910,942.871,179.199,0.000
1732270587.238,-1000.000,-749.023,946.289,248.535,0.000
1732270587.242,-1000.000,-1000.000,945.312,50.293,0.000
1732270587.246,-1000.000,-999.512,950.684,-145.996,0.000
1732270587.250,-1000.000,-994.141,958.496,-7.324,0.000
1732270587.254,-1000.000,-1000.000,965.820,243.164,0.000
1732270587.257,-1000.000,-1000.000,967.285,287.109,0.000
1732270587.261,-1000.000,-1000.000,968.750,36.621,0.000
1732270587.265,-1000.000,-1000.000,968.262,-191.406,0.000
1732270587.269,-1000.000,-1000.000,968.262,-99.121,0.000
1732270587.273,-1000.000,-1000.000,972.168,138.672,0.000
1732270587.277,-999.023,-1000.000,972.168,205.078,0.000
1732270587.281,-991.211,-1000.000,960.938,27.344,0.000
1732270587.285,-1000.000,-1000.000,948.730,-164.551,0.000
1732270587.289,-829.102,-1000.000,951.660,-134.766,0.000
1732270587.293,-475.586,-1000.000,956.055,58.105,0.000
1732270587.297,-238.281,-1000.000,950.195,157.227,0.000
1732270587.300,-64.453,-1000.000,938.965,29.785,0.000
1732270587.304,73.730,-1000.000,934.570,-195.312,0.000
1732270587.308,168.945,-1000.000,933.594,-226.562,0.000
1732270587.312,212.402,-1000.000,933.105,27.344,0.000
1732270587.316,278.809,-1000.000,932.617,186.035,0.000
1732270587.320,451.660,-1000.000,921.387,51.270,0.000
1732270587.324,754.395,-1000.000,913.086,-170.410,0.000
1732270587.328,966.309,-1000.000,910.156,-194.824,0.000
1732270587.332,969.727,-1000.000,898.926,6.836,0.000
1732270587.336,970.215,-1000.000,902.344,152.832,0.000
1732270587.339,974.609,-1000.000,894.531,66.895,0.000
1732270587.343,973.633,-1000.000,775.879,-150.879,0.000
1732270587.347,973.633,-1000.000,684.082,-220.703,0.000
1732270587.351,973.633,-1000.000,749.023,-49.316,0.000
1732270587.355,973.633,-1000.000,773.438,111.816,0.000
1732270587.359,973.633,-1000.000,662.109,94.238,0.000
1732270587.363,973.633,-1000.000,536.621,-129.395,0.000
1732270587.367,973.633,-1000.000,528.809,-265.137,0.000
1732270587.371,973.633,-1000.000,583.008,-69.824,0.000
1732270587.375,973.633,-1000.000,552.734,141.113,0.000
1732270587.379,974.121,-1000.000,504.395,102.539,0.000
1732270587.382,974.121,-1000.000,399.414,-141.602,0.000
1732270587.386,973.633,-1000.000,310.059,-270.508,0.000
1732270587.390,973.633,-1000.000,286.621,-65.430,0.000
1732270587.394,973.633,-1000.000,372.070,140.137,0.000
1732270587.398,974.121,-1000.000,463.379,111.816,0.000
1732270587.402,974.121,-1000.000,258.789,-71.777,0.000
1732270587.406,973.633,-1000.000,-186.523,-193.359,0.000
1732270587.410,973.633,-1000.000,-34.180,-104.980,0.000
1732270587.413,973.633,-1000.000,365.723,112.305,0.000
1732270587.418,973.633,-1000.000,299.805,204.590,0.000
1732270587.422,973.633,-1000.000,-78.613,-0.488,0.000
1732270587.425,973.633,-1000.000,-387.207,-205.566,0.000
1732270587.429,973.633,-1000.000,-332.520,-100.586,0.000
1732270587.433,973.633,-1000.000,-111.328,140.137,0.000
1732270587.437,973.633,-1000.000,40.039,227.539,0.000
1732270587.441,973.633,-1000.000,-142.578,52.734,0.000
1732270587.445,973.633,-1000.000,-365.234,-160.645,0.000
1732270587.449,974.121,-1000.000,-395.020,-75.195,0.000
1732270587.453,974.121,-1000.000,-172.852,170.898,0.000
1732270587.456,973.633,-1000.000,243.164,259.277,0.000
1732270587.460,974.121,-1000.000,78.613,140.137,0.000
1732270587.465,973.633,-999.023,-392.578,-47.852,0.000
1732270587.469,973.633,-1000.000,-472.168,-47.363,0.000
1732270587.472,974.121,-994.629,-185.059,162.109,0.000
1732270587.476,974.121,-978.027,49.316,319.336,0.000
1732270587.480,973.145,-996.582,-225.586,183.594,0.000
1732270587.484,969.727,-1000.000,-541.016,-61.523,0.000
1732270587.488,987.305,-999.023,-510.254,-113.281,0.000
1732270587.492,881.836,-1000.000,-298.340,75.195,0.000
1732270587.496,847.656,-1000.000,-262.207,267.578,0.000
1732270587.500,882.812,-986.816,-353.027,146.484,0.000
1732270587.503,889.648,-979.004,-372.559,-139.648,0.000
1732270587.507,911.133,-1000.000,-511.230,-184.570,0.000
1732270587.512,760.254,-974.609,-378.418,-2.441,0.000
1732270587.515,589.844,-715.332,-106.445,142.090,0.000
1732270587.519,462.402,-673.340,-182.129,95.215,0.000
1732270587.523,381.836,-931.152,-498.047,-123.047,0.000
1732270587.527,307.129,-1000.000,-574.219,-238.281,0.000
1732270587.531,156.250,-999.023,-452.637,-62.988,0.000
1732270587.535,20.508,-936.523,-323.242,136.230,0.000
1732270587.539,-4.395,-923.340,-370.117,116.699,0.000
1732270587.543,62.012,-993.164,-581.543,-76.172,0.000
1732270587.546,56.152,-1000.000,-544.434,-249.023,0.000
1732270587.550,-71.289,-915.039,-343.262,-119.141,0.000
1732270587.554,-191.406,-756.836,-234.863,128.418,0.000
1732270587.558,-242.188,-666.504,-262.695,138.672,0.000
1732270587.562,-212.402,-764.648,-421.875,-101.562,0.000
1732270587.566,-241.699,-1000.000,-560.059,-257.812,0.000
1732270587.570,-375.977,-999.023,-466.797,-115.723,0.000
1732270587.574,-514.648,-620.605,-210.938,82.031,0.000
1732270587.578,-592.285,-514.160,-264.160,133.301,0.000
1732270587.582,-508.301,-876.465,-512.207,-62.500,0.000
1732270587.586,-454.102,-1000.000,-641.602,-225.586,0.000
1732270587.589,-516.602,-888.672,-553.223,-153.809,0.000
1732270587.593,-588.379,-341.797,-192.871,-7.812,0.000
1732270587.597,-615.234,-58.594,-195.801,127.441,0.000
1732270587.601,-486.328,-537.109,-470.215,-5.859,0.000
1732270587.605,-338.867,-877.930,-547.852,-260.742,0.000
1732270587.609,-318.848,-667.969,-474.609,-207.031,0.000
1732270587.613,-367.676,-387.207,-388.184,75.195,0.000
1732270587.617,-407.715,-250.977,-329.102,185.059,0.000
1732270587.621,-349.121,-296.875,-439.941,-15.625,0.000
1732270587.625,-290.527,-761.230,-603.027,-210.449,0.000
1732270587.629,-283.203,-1000.000,-559.082,-129.883,0.000
1732270587.632,-274.902,-863.770,-421.875,92.773,0.000
1732270587.636,-279.297,-312.012,-170.410,182.617,0.000
1732270587.640,-170.410,-33.203,-227.539,58.105,0.000
1732270587.644,6.836,-613.281,-508.301,-128.418,0.000
1732270587.648,130.371,-906.738,-538.574,-138.672,0.000
1732270587.652,96.680,-321.289,-236.816,59.082,0.000
1732270587.656,21.484,96.680,-17.578,211.426,0.000
1732270587.660,33.203,-274.902,-263.672,127.930,0.000
1732270587.664,34.180,-599.609,-464.844,-120.605,0.000
1732270587.668,18.555,-633.789,-476.074,-187.012,0.000
1732270587.671,-99.121,-450.195,-331.055,18.555,0.000
1732270587.675,-234.863,-434.082,-283.691,222.168,0.000
1732270587.679,-229.004,-425.293,-324.219,133.301,0.000
1732270587.683,-158.203,-212.402,-329.590,-176.270,0.000
1732270587.687,-99.609,-377.930,-447.266,-252.930,0.000
1732270587.691,-160.156,-311.035,-336.914,-34.668,0.000
1732270587.695,-275.391,83.496,-28.809,140.137,0.000
1732270587.699,-244.141,420.898,123.047,100.586,0.000
1732270587.703,-147.461,-16.602,-270.996,-86.914,0.000
1732270587.707,-125.977,-522.461,-520.020,-225.586,0.000
1732270587.711,-148.926,-243.164,-327.148,-83.008,0.000
1732270587.714,-233.887,138.184,-107.422,140.625,0.000
1732270587.718,-248.535,18.555,-186.035,167.480,0.000
1732270587.722,-161.133,-619.629,-463.379,-50.293,0.000
1732270587.726,-131.836,-873.047,-503.418,-226.074,0.000
1732270587.730,-151.855,-379.395,-308.105,-101.562,0.000
1732270587.734,-140.137,-55.176,-116.699,140.625,0.000
1732270587.738,-122.559,100.586,4.395,188.965,0.000
1732270587.742,-17.090,80.566,-153.320,-18.555,0.000
1732270587.746,114.258,-265.137,-428.223,-173.828,0.000
1732270587.750,96.191,-440.918,-408.691,-49.805,0.000
1732270587.753,18.555,-84.961,-145.020,164.551,0.000
1732270587.757,-55.664,509.277,153.320,229.004,0.000
1732270587.761,-14.648,376.953,-136.719,80.078,0.000
1732270587.765,18.555,-375.000,-512.695,-67.871,0.000
1732270587.769,-81.055,-557.617,-442.871,-4.395,0.000
1732270587.773,-173.340,102.051,-156.738,190.430,0.000
1732270587.777,-216.309,694.336,156.738,280.762,0.000
1732270587.781,-198.730,164.551,-184.570,139.160,0.000
1732270587.784,-204.590,-305.664,-503.418,-86.426,0.000
1732270587.788,-214.844,123.535,-300.293,-96.680,0.000
1732270587.793,-236.328,401.367,-56.641,131.836,0.000
1732270587.797,-273.438,564.453,192.871,242.676,0.000
1732270587.800,-218.262,581.055,146.973,67.871,0.000
1732270587.804,-184.082,223.145,-247.070,-149.414,0.000
1732270587.808,-193.848,-161.621,-440.430,-128.418,0.000
1732270587.812,-191.406,-60.547,-214.844,96.680,0.000
1732270587.816,-309.082,343.262,168.457,226.074,0.000
1732270587.820,-309.082,534.180,227.051,102.539,0.000
1732270587.824,-97.168,65.918,-224.121,-129.883,0.000
1732270587.828,112.305,-657.227,-524.902,-164.551,0.000
1732270587.831,160.645,-54.199,-20.020,16.113,0.000
1732270587.835,178.223,778.320,370.605,179.688,0.000
1732270587.840,337.402,536.621,190.430,133.301,0.000
1732270587.843,520.508,4.883,-198.242,-109.863,0.000
1732270587.847,625.977,-156.250,-378.906,-197.754,0.000
1732270587.851,563.477,183.594,-71.777,-5.859,0.000
1732270587.855,454.590,403.320,141.602,164.551,0.000
1732270587.859,416.504,296.875,11.230,133.789,0.000
1732270587.863,338.379,56.152,-257.812,-108.887,0.000
1732270587.867,384.766,0.488,-355.469,-279.297,0.000
1732270587.871,446.777,-242.676,-390.625,-8.789,0.000
1732270587.874,351.074,5.859,-60.547,214.355,0.000
1732270587.878,263.672,851.074,345.215,104.004,0.000
1732270587.882,320.801,453.125,-150.879,-73.242,0.000
1732270587.886,411.621,-164.551,-515.137,-195.801,0.000
1732270587.890,375.000,97.656,-318.848,-74.219,0.000
1732270587.894,293.457,757.324,127.930,186.523,0.000
1732270587.898,209.473,893.555,181.641,259.766,0.000
1732270587.902,252.441,280.273,-336.914,34.180,0.000
1732270587.906,263.672,-309.570,-529.297,-164.062,0.000
1732270587.910,200.684,-277.344,-361.816,-67.383,0.000
1732270587.914,86.426,49.805,-168.945,152.344,0.000
1732270587.917,-9.766,14.648,-135.742,243.164,0.000
1732270587.921,55.664,15.625,-250.488,10.742,0.000
1732270587.925,105.469,-79.590,-397.461,-198.730,0.000
1732270587.929,149.414,-290.039,-451.172,-93.262,0.000
1732270587.933,94.238,23.926,-220.703,115.234,0.000
1732270587.937,25.391,589.355,18.555,181.152,0.000
1732270587.941,59.570,257.812,-327.148,25.879,0.000
1732270587.945,42.969,-519.043,-603.027,-174.316,0.000
1732270587.949,-22.949,-474.609,-491.699,-107.910,0.000
1732270587.953,-141.602,-67.871,-372.559,138.184,0.000
1732270587.957,-201.172,214.844,-256.836,270.020,0.000
1732270587.960,-151.367,-223.145,-475.098,166.016,0.000
1732270587.964,-89.844,-717.285,-626.465,-104.004,0.000
1732270587.968,-109.863,-208.984,-452.637,-171.387,0.000
1732270587.972,-192.383,216.797,-358.887,63.477,0.000
1732270587.976,-279.785,372.070,-292.480,220.215,0.000
1732270587.980,-284.668,439.453,-373.047,114.746,0.000
1732270587.984,-297.363,146.973,-529.297,-112.793,0.000
1732270587.988,-300.781,-252.930,-577.148,-170.898,0.000
1732270587.992,-375.488,-58.594,-408.203,40.039,0.000
1732270587.996,-503.906,431.641,-244.141,206.543,0.000
1732270588.000,-468.262,290.527,-405.273,147.949,0.000
1732270588.003,-406.250,-265.625,-603.027,-65.918,0.000
1732270588.007,-371.582,-820.801,-635.254,-159.668,0.000
1732270588.011,-503.906,-380.859,-397.949,-10.254,0.000
1732270588.015,-574.707,560.547,-133.301,158.691,0.000
1732270588.019,-450.195,503.418,-303.223,158.691,0.000
1732270588.023,-335.449,-17.090,-587.402,-54.688,0.000
1732270588.027,-312.012,-179.199,-554.199,-198.730,0.000
1732270588.031,-353.027,28.809,-446.289,-37.109,0.000
1732270588.035,-387.207,248.047,-365.234,164.062,0.000
1732270588.039,-408.203,438.965,-350.098,154.297,0.000
1732270588.043,-302.246,259.766,-504.395,-73.242,0.000
1732270588.046,-237.793,-275.391,-600.586,-194.824,0.000
1732270588.050,-292.480,-532.227,-556.641,8.789,0.000
1732270588.054,-360.840,-273.438,-434.570,200.195,0.000
