timestamps,TP9,AF7,AF8,TP10,Right AUX
1732270588.058,-413.574,472.168,-251.953,146.484,0.000
1732270588.062,-361.328,350.098,-437.500,-32.227,0.000
1732270588.066,-315.918,-242.676,-600.586,-178.223,0.000
1732270588.070,-331.543,-134.277,-464.355,-93.750,0.000
1732270588.074,-344.238,437.500,-223.633,104.004,0.000
1732270588.078,-337.402,625.488,-172.852,185.059,0.000
1732270588.082,-248.047,124.023,-442.871,20.020,0.000
1732270588.085,-169.922,-184.570,-536.133,-185.059,0.000
1732270588.089,-156.738,-52.246,-444.336,-102.539,0.000
1732270588.093,-153.809,185.059,-305.176,138.672,0.000
1732270588.097,-136.230,-17.578,-311.523,238.770,0.000
1732270588.101,-69.336,-193.848,-432.129,11.230,0.000
1732270588.105,-37.598,-111.328,-470.215,-231.934,0.000
1732270588.109,-23.438,-280.762,-482.910,-138.184,0.000
1732270588.113,-53.223,-156.738,-365.723,81.055,0.000
1732270588.117,-94.727,433.594,-53.223,172.363,0.000
1732270588.121,-19.531,559.082,-139.160,41.016,0.000
1732270588.125,58.594,-60.547,-466.309,-158.691,0.000
1732270588.128,61.523,-277.832,-466.309,-157.227,0.000
1732270588.132,-10.254,286.621,-211.914,31.738,0.000
1732270588.136,-59.570,722.168,0.488,167.480,0.000
1732270588.140,-24.902,192.383,-307.129,64.453,0.000
1732270588.144,-10.742,-339.355,-523.926,-164.551,0.000
1732270588.148,-46.875,-92.285,-433.594,-221.191,0.000
1732270588.152,-86.426,317.871,-250.977,8.301,0.000
1732270588.156,-161.133,345.703,-182.129,193.359,0.000
1732270588.159,-195.801,378.418,-230.957,76.660,0.000
1732270588.163,-134.277,410.645,-327.148,-164.551,0.000
1732270588.168,-97.656,-63.965,-516.113,-204.590,0.000
1732270588.171,-151.367,25.391,-332.520,-10.254,0.000
1732270588.175,-213.867,600.098,-16.602,159.668,0.000
1732270588.179,-175.293,813.965,-14.648,78.125,0.000
1732270588.183,-91.309,268.555,-359.863,-131.836,0.000
1732270588.187,-15.137,-394.043,-538.086,-194.824,0.000
1732270588.191,-65.918,-188.477,-346.680,-42.969,0.000
1732270588.195,-134.766,438.477,-7.324,131.348,0.000
1732270588.199,-91.309,602.539,10.254,119.629,0.000
1732270588.202,-27.832,17.090,-368.164,-88.379,0.000
1732270588.206,-7.324,-67.383,-438.477,-254.883,0.000
1732270588.210,-84.473,379.883,-211.426,-95.215,0.000
1732270588.214,-174.316,589.844,-5.371,168.457,0.000
1732270588.218,-193.359,656.250,13.672,178.223,0.000
1732270588.222,-117.188,494.141,-220.215,-74.707,0.000
1732270588.226,-0.977,-53.223,-464.844,-220.703,0.000
1732270588.230,-25.879,-167.969,-385.254,-89.355,0.000
1732270588.234,-121.582,215.332,-126.953,136.230,0.000
1732270588.238,-177.246,638.184,102.051,185.059,0.000
1732270588.242,-152.832,604.004,-121.094,-20.508,0.000
1732270588.246,-79.590,-348.145,-536.621,-149.902,0.000
1732270588.249,-110.352,-490.234,-381.836,-83.496,0.000
1732270588.253,-168.945,614.746,152.832,77.148,0.000
1732270588.257,-139.160,905.762,298.340,200.684,0.000
1732270588.261,-63.477,385.254,-85.938,19.531,0.000
1732270588.265,-20.996,22.461,-391.113,-199.219,0.000
1732270588.269,2.441,102.051,-312.012,-137.695,0.000
1732270588.273,-27.344,397.461,2.930,105.957,0.000
1732270588.277,-44.922,563.965,208.496,224.609,0.000
1732270588.281,45.898,310.059,-61.523,38.086,0.000
1732270588.285,125.977,-146.973,-396.484,-169.434,0.000
1732270588.289,156.738,-349.121,-445.312,-116.211,0.000
1732270588.292,109.863,-235.840,-246.094,106.445,0.000
1732270588.296,-0.488,472.168,226.074,203.613,0.000
1732270588.300,15.625,800.781,247.070,69.824,0.000
1732270588.304,102.051,167.480,-253.906,-134.277,0.000
1732270588.308,108.398,-107.422,-406.738,-140.137,0.000
1732270588.312,15.625,445.312,-15.137,62.988,0.000
1732270588.316,7.324,839.844,271.484,221.680,0.000
1732270588.320,107.910,616.699,98.145,155.762,0.000
1732270588.324,175.293,159.180,-318.359,-73.242,0.000
1732270588.328,167.480,-172.363,-478.027,-133.301,0.000
1732270588.332,41.016,96.191,-159.180,53.223,0.000
1732270588.335,-43.945,257.324,37.598,230.469,0.000
1732270588.339,-53.223,76.660,-97.168,190.430,0.000
1732270588.343,-24.414,281.250,-141.113,-78.125,0.000
1732270588.347,22.949,112.793,-327.637,-174.316,0.000
1732270588.351,-13.672,158.203,-176.270,52.734,0.000
1732270588.355,-54.688,663.574,226.074,237.305,0.000
1732270588.359,-35.156,924.316,311.523,163.086,0.000
1732270588.363,57.617,422.852,-131.836,-46.875,0.000
1732270588.367,115.723,-88.867,-459.473,-157.227,0.000
1732270588.371,71.777,150.879,-238.770,-13.184,0.000
1732270588.375,3.418,501.953,60.059,172.363,0.000
1732270588.378,-4.883,542.480,65.430,178.711,0.000
1732270588.382,69.824,-104.492,-293.457,-32.227,0.000
1732270588.386,111.816,-243.164,-379.883,-233.398,0.000
1732270588.390,81.055,322.266,-152.832,-93.750,0.000
1732270588.394,35.156,520.996,31.738,151.855,0.000
1732270588.398,19.531,634.766,125.000,158.691,0.000
1732270588.402,72.266,602.539,-23.438,-82.520,0.000
1732270588.406,145.508,211.426,-354.492,-234.375,0.000
1732270588.410,121.094,24.414,-385.742,-93.750,0.000
1732270588.414,22.949,439.453,-0.977,126.953,0.000
1732270588.417,-14.648,879.395,261.719,185.059,0.000
1732270588.421,55.176,575.195,-94.727,12.207,0.000
1732270588.425,141.602,-307.129,-512.207,-136.230,0.000
1732270588.429,141.113,-454.102,-375.488,-89.844,0.000
1732270588.433,46.387,587.402,170.898,70.801,0.000
1732270588.437,63.477,991.699,324.707,212.402,0.000
1732270588.441,152.344,602.051,2.930,72.754,0.000
1732270588.445,212.891,176.270,-335.938,-157.715,0.000
1732270588.449,184.570,180.664,-296.387,-142.578,0.000
1732270588.453,96.191,396.973,-36.133,111.816,0.000
1732270588.457,8.789,591.797,198.730,248.535,0.000
1732270588.460,68.848,674.316,161.621,79.590,0.000
1732270588.464,190.430,301.270,-252.441,-109.863,0.000
1732270588.468,200.195,-139.160,-443.848,-71.289,0.000
1732270588.472,135.742,-240.723,-299.805,156.250,0.000
1732270588.476,74.707,273.926,74.219,262.207,0.000
1732270588.480,110.352,805.664,284.180,131.836,0.000
1732270588.484,204.102,316.895,-198.730,-52.246,0.000
1732270588.488,198.242,-93.750,-454.590,-97.168,0.000
1732270588.491,95.215,442.383,-57.129,92.285,0.000
1732270588.496,43.945,947.266,287.598,281.738,0.000
1732270588.499,72.266,750.977,131.348,222.656,0.000
1732270588.503,111.816,302.734,-266.113,-2.441,0.000
1732270588.507,140.625,48.828,-426.758,-76.660,0.000
1732270588.511,100.586,165.039,-234.375,117.188,0.000
1732270588.515,61.523,301.270,-53.711,307.617,0.000
1732270588.519,61.035,408.203,0.000,252.930,0.000
1732270588.523,93.262,486.328,-88.867,7.324,0.000
1732270588.527,160.645,179.199,-318.359,-94.238,0.000
1732270588.530,134.277,-1.953,-280.762,96.680,0.000
1732270588.534,74.707,378.418,76.660,266.602,0.000
1732270588.538,67.383,858.398,330.078,236.328,0.000
1732270588.543,124.023,444.336,-93.262,32.715,0.000
1732270588.546,176.270,-100.098,-453.613,-128.418,0.000
1732270588.550,151.367,187.500,-188.965,5.371,0.000
1732270588.554,105.469,747.070,205.566,213.379,0.000
1732270588.558,101.074,824.219,245.117,261.230,0.000
1732270588.562,168.457,173.828,-216.309,72.754,0.000
1732270588.566,181.641,-262.207,-474.609,-118.164,0.000
1732270588.570,127.441,-9.277,-302.734,-14.648,0.000
1732270588.574,82.520,335.938,-68.848,219.727,0.000
1732270588.577,32.227,443.848,13.184,280.273,0.000
1732270588.581,28.320,479.980,-88.379,40.527,0.000
1732270588.585,87.891,291.992,-316.895,-149.414,0.000
1732270588.589,104.492,99.121,-339.355,-49.316,0.000
1732270588.593,66.406,441.895,47.363,183.594,0.000
1732270588.597,20.020,964.355,374.023,280.762,0.000
1732270588.601,53.711,739.746,119.629,93.750,0.000
1732270588.605,143.066,1.465,-314.941,-107.910,0.000
1732270588.609,106.445,-296.875,-361.328,-46.875,0.000
1732270588.613,-30.762,253.418,76.660,145.996,0.000
1732270588.617,-83.496,891.113,416.016,242.676,0.000
1732270588.620,-13.184,248.047,-10.742,172.852,0.000
1732270588.624,32.715,-427.246,-366.699,-63.965,0.000
1732270588.628,4.883,72.754,-65.918,-152.832,0.000
1732270588.632,-52.246,455.078,223.145,95.703,0.000
1732270588.636,-148.438,613.770,354.004,257.812,0.000
1732270588.640,-134.277,578.613,298.828,115.723,0.000
1732270588.644,-40.039,259.277,26.855,-127.930,0.000
1732270588.648,15.625,-49.316,-149.414,-140.137,0.000
1732270588.652,-24.414,71.777,101.074,96.680,0.000
1732270588.656,-82.520,378.418,341.309,249.512,0.000
1732270588.660,-63.965,375.000,279.785,153.320,0.000
1732270588.663,-0.977,-60.547,-77.637,-63.477,0.000
1732270588.667,34.668,-625.977,-332.520,-127.930,0.000
1732270588.671,-60.547,4.883,138.672,21.484,0.000
1732270588.675,-163.086,848.633,462.402,194.824,0.000
1732270588.679,-196.289,519.043,282.227,183.105,0.000
1732270588.683,-183.594,21.973,1.465,-39.551,0.000
1732270588.687,-174.805,-60.059,-91.797,-174.805,0.000
1732270588.691,-267.090,151.855,189.941,0.000,0.000
1732270588.695,-375.000,397.461,372.559,200.684,0.000
1732270588.699,-379.395,540.527,338.379,189.941,0.000
1732270588.703,-281.738,168.945,92.285,-14.648,0.000
1732270588.706,-211.426,-256.348,-156.738,-166.504,0.000
1732270588.710,-238.281,-350.586,-91.309,17.090,0.000
1732270588.714,-340.820,51.270,203.125,213.867,0.000
1732270588.718,-416.992,884.766,453.613,180.664,0.000
1732270588.722,-333.008,627.441,205.566,-0.977,0.000
1732270588.726,-251.465,-29.785,-136.230,-163.574,0.000
1732270588.730,-283.691,127.930,85.449,-63.477,0.000
1732270588.734,-318.848,600.586,393.066,154.785,0.000
1732270588.738,-303.711,623.535,349.121,229.004,0.000
1732270588.742,-258.301,306.152,130.859,27.832,0.000
1732270588.746,-202.637,54.688,-120.605,-161.133,0.000
1732270588.749,-147.949,-35.645,-125.000,-57.129,0.000
1732270588.753,-164.551,229.492,166.504,161.621,0.000
1732270588.757,-192.871,269.531,267.578,253.906,0.000
1732270588.761,-128.418,296.875,206.055,37.109,0.000
1732270588.765,-24.902,418.457,68.359,-193.359,0.000
1732270588.769,47.852,85.938,-126.953,-112.793,0.000
1732270588.773,0.977,349.609,128.418,103.027,0.000
1732270588.777,-52.734,990.234,437.500,203.613,0.000
1732270588.781,25.879,905.762,301.758,61.035,0.000
1732270588.785,128.418,251.465,-113.770,-142.578,0.000
1732270588.789,137.207,53.711,-191.895,-131.348,0.000
1732270588.792,76.660,482.422,213.379,80.078,0.000
1732270588.796,34.668,860.840,432.129,212.891,0.000
1732270588.800,119.629,488.281,183.594,137.207,0.000
1732270588.804,191.406,-134.277,-148.438,-104.004,0.000
1732270588.808,210.938,225.098,28.320,-212.891,0.000
1732270588.812,194.336,707.031,306.641,28.320,0.000
1732270588.816,151.367,950.684,404.785,233.887,0.000
1732270588.820,196.777,982.910,384.277,141.113,0.000
1732270588.824,248.047,846.680,220.215,-109.863,0.000
1732270588.828,266.113,524.902,28.809,-171.875,0.000
1732270588.831,184.082,636.719,222.168,46.387,0.000
1732270588.835,107.910,959.961,458.496,218.262,0.000
1732270588.839,121.094,994.629,390.137,183.594,0.000
1732270588.843,171.387,675.781,115.723,-31.250,0.000
1732270588.847,220.215,-95.703,-231.934,-119.141,0.000
1732270588.851,168.457,233.398,99.609,35.156,0.000
1732270588.855,133.301,992.676,509.766,184.082,0.000
1732270588.859,176.758,966.309,393.066,197.754,0.000
1732270588.863,247.559,826.172,223.633,-1.953,0.000
1732270588.866,296.875,726.074,157.227,-163.574,0.000
1732270588.871,265.625,886.230,337.891,-4.395,0.000
1732270588.874,240.234,964.355,395.508,221.191,0.000
1732270588.878,231.934,963.867,378.906,240.723,0.000
1732270588.882,269.531,918.457,300.781,35.156,0.000
1732270588.886,324.219,723.633,73.730,-119.629,0.000
1732270588.890,304.199,417.969,34.180,26.855,0.000
1732270588.894,258.301,617.676,293.457,220.215,0.000
1732270588.898,210.449,-979.004,482.910,224.609,0.000
1732270588.902,236.328,955.078,288.574,35.645,0.000
1732270588.905,304.688,404.785,-118.652,-124.023,0.000
1732270588.909,271.484,498.535,57.617,-34.668,0.000
1732270588.913,216.309,-979.980,461.426,175.293,0.000
1732270588.917,207.031,971.191,410.156,261.230,0.000
1732270588.921,226.562,889.648,224.609,72.754,0.000
1732270588.925,273.926,748.047,0.977,-152.832,0.000
1732270588.929,264.648,808.594,49.316,-98.633,0.000
1732270588.933,186.523,951.660,295.898,146.973,0.000
1732270588.937,191.406,952.148,361.816,270.508,0.000
1732270588.941,248.047,947.266,289.551,88.379,0.000
1732270588.945,305.664,795.410,64.453,-146.973,0.000
1732270588.948,408.691,657.715,-70.801,-100.586,0.000
1732270588.952,404.297,747.070,183.594,122.070,0.000
1732270588.956,331.543,955.078,439.941,212.402,0.000
1732270588.960,382.324,-964.844,322.754,96.191,0.000
1732270588.964,449.707,617.188,-126.465,-103.516,0.000
1732270588.968,453.125,533.203,-186.035,-124.512,0.000
1732270588.972,440.918,972.656,300.293,62.500,0.000
1732270588.976,444.824,982.910,417.969,200.684,0.000
1732270588.980,364.258,927.246,273.926,117.676,0.000
1732270588.984,279.785,598.145,-69.824,-102.539,0.000
1732270588.988,319.336,524.414,-206.055,-184.570,0.000
1732270588.992,331.543,957.031,206.055,5.371,0.000
1732270588.995,268.555,814.941,229.492,238.770,0.000
1732270588.999,146.484,705.078,108.887,176.270,0.000
1732270589.003,38.574,987.793,105.469,-120.117,0.000
1732270589.007,7.812,879.883,-213.379,-194.824,0.000
1732270589.011,-25.879,855.469,-95.703,10.742,0.000
1732270589.015,-54.199,960.938,309.570,166.992,0.000
1732270589.019,-62.500,-991.699,303.223,146.973,0.000
1732270589.023,-47.852,824.707,-158.203,-53.223,0.000
1732270589.027,-11.230,454.590,-383.301,-211.914,0.000
1732270589.031,40.527,645.508,-132.812,-79.102,0.000
1732270589.035,125.977,965.820,222.168,118.652,0.000
1732270589.038,215.820,-996.582,287.109,164.551,0.000
1732270589.042,309.570,593.262,-169.434,-34.180,0.000
1732270589.046,415.527,437.012,-357.910,-229.980,0.000
1732270589.050,527.832,842.773,-23.438,-71.777,0.000
1732270589.054,632.812,903.320,207.520,206.543,0.000
1732270589.058,653.809,864.258,265.625,247.559,0.000
1732270589.062,604.004,855.957,168.945,9.277,0.000
1732270589.066,570.312,554.199,-145.996,-147.461,0.000
1732270589.070,569.336,387.207,-144.043,-28.809,0.000
1732270589.074,574.707,684.570,171.875,191.895,0.000
1732270589.078,558.594,-977.051,414.062,267.090,0.000
1732270589.082,515.137,835.449,158.691,84.961,0.000
1732270589.086,446.777,7.324,-351.074,-87.891,0.000
1732270589.090,387.207,76.660,-164.551,-57.617,0.000
1732270589.093,346.680,909.180,366.211,136.230,0.000
1732270589.097,284.668,-984.863,420.410,284.180,0.000
1732270589.101,168.457,752.930,126.953,129.883,0.000
1732270589.105,51.758,431.641,-169.434,-105.469,0.000
1732270589.109,34.668,560.547,-47.363,-71.777,0.000
1732270589.113,88.379,857.910,265.137,176.270,0.000
1732270589.117,60.059,833.984,329.590,292.969,0.000
1732270589.121,3.906,854.980,241.699,123.047,0.000
1732270589.125,-12.207,456.543,-132.324,-91.309,0.000
1732270589.129,-32.227,-64.941,-343.750,-88.867,0.000
1732270589.132,-8.301,221.191,51.270,139.648,0.000
1732270589.136,-6.348,821.777,402.344,275.391,0.000
1732270589.140,-90.332,-973.145,389.648,133.789,0.000
1732270589.144,-165.039,328.613,-75.684,-63.477,0.000
1732270589.148,-187.012,-237.305,-300.781,-107.422,0.000
1732270589.152,0.000,403.809,211.426,57.129,0.000
1732270589.156,0.000,-969.238,460.938,225.586,0.000
1732270589.160,0.000,626.953,201.172,202.637,0.000
1732270589.164,0.000,-108.887,-190.918,-40.039,0.000
1732270589.168,0.000,-151.367,-228.027,-194.336,0.000
1732270589.172,0.000,86.914,52.734,14.648,0.000
1732270589.176,0.000,223.633,256.836,234.375,0.000
1732270589.180,0.000,-50.293,146.973,195.312,0.000
1732270589.183,0.000,107.422,106.445,-96.191,0.000
1732270589.187,0.000,90.820,-67.383,-194.824,0.000
1732270589.191,0.000,35.645,20.020,-4.395,0.000
1732270589.195,0.000,645.996,354.980,164.551,0.000
1732270589.199,-672.363,-957.520,411.621,170.898,0.000
1732270589.203,-685.059,540.039,82.520,-41.504,0.000
1732270589.207,-672.363,-192.383,-290.527,-193.848,0.000
1732270589.211,-628.418,77.637,-8.789,-69.824,0.000
1732270589.215,-523.438,691.406,365.723,153.320,0.000
1732270589.219,-459.473,724.121,348.633,202.637,0.000
1732270589.223,-462.891,165.039,-11.719,-14.648,0.000
1732270589.227,-423.828,-289.551,-297.852,-207.520,0.000
1732270589.231,-350.098,77.637,16.113,-114.258,0.000
1732270589.234,-268.066,482.910,320.801,146.973,0.000
1732270589.238,-244.629,342.773,339.844,232.910,0.000
1732270589.242,-330.566,325.684,281.738,-11.719,0.000
1732270589.246,-381.348,4.883,-26.855,-194.336,0.000
1732270589.250,-321.777,-276.367,-49.805,-101.074,0.000
1732270589.254,-272.461,345.215,339.355,108.398,0.000
1732270589.258,-305.176,995.605,478.516,201.172,0.000
1732270589.262,-379.395,769.043,321.289,49.316,0.000
1732270589.266,-445.801,-40.039,-70.312,-152.344,0.000
1732270589.270,-451.172,-227.051,-69.824,-152.344,0.000
1732270589.273,-458.984,548.828,391.602,42.969,0.000
1732270589.277,-504.395,-949.219,493.164,188.477,0.000
1732270589.281,-568.848,585.449,248.047,60.547,0.000
1732270589.285,-646.484,122.070,59.082,-189.941,0.000
1732270589.289,-611.328,220.703,209.473,-212.891,0.000
1732270589.293,-539.062,686.035,424.805,13.184,0.000
1732270589.297,-489.746,666.016,383.301,210.449,0.000
1732270589.301,-496.582,433.105,312.012,75.684,0.000
1732270589.305,-558.105,434.082,195.312,-203.125,0.000
1732270589.309,-534.668,235.840,138.672,-235.840,0.000
1732270589.313,-472.168,388.672,333.984,-25.879,0.000
1732270589.316,-427.734,808.594,422.852,152.832,0.000
1732270589.320,-419.434,-988.770,425.293,70.312,0.000
1732270589.324,-418.945,537.109,129.883,-163.086,0.000
1732270589.328,-345.215,-8.789,-107.422,-238.281,0.000
1732270589.332,-285.156,597.656,321.777,-80.078,0.000
1732270589.336,-224.121,-954.590,497.070,100.586,0.000
1732270589.340,-197.266,885.742,338.379,82.520,0.000
1732270589.344,-225.586,686.523,178.223,-113.281,0.000
1732270589.348,-250.000,531.738,90.820,-248.047,0.000
1732270589.352,-245.605,744.629,301.758,-90.820,0.000
1732270589.356,-242.676,939.453,413.086,140.625,0.000
1732270589.360,-319.336,974.121,363.281,133.789,0.000
1732270589.363,-423.340,714.355,165.527,-114.746,0.000
1732270589.367,-482.910,527.832,16.602,-265.137,0.000
1732270589.371,-427.734,460.449,166.016,-61.035,0.000
1732270589.375,-379.883,570.312,342.773,151.367,0.000
1732270589.379,-457.031,-960.938,488.281,136.230,0.000
1732270589.383,-466.797,825.684,204.590,-40.527,0.000
1732270589.387,-431.641,516.602,-39.062,-211.426,0.000
1732270589.391,-407.715,789.062,250.488,-111.816,0.000
1732270589.395,-373.535,991.211,454.590,108.398,0.000
1732270589.399,-386.719,976.562,402.832,167.969,0.000
1732270589.403,-367.188,863.770,234.863,-14.648,0.000
1732270589.406,-291.992,464.844,-57.129,-196.777,0.000
1732270589.410,-229.492,513.184,56.152,-131.348,0.000
1732270589.414,-125.977,882.324,363.770,107.422,0.000
1732270589.418,-57.617,843.262,389.648,214.844,0.000
1732270589.422,-86.914,898.926,312.500,-27.344,0.000
1732270589.426,-58.594,906.250,111.816,-240.723,0.000
1732270589.430,44.434,695.312,-0.977,-145.996,0.000
1732270589.434,136.230,791.504,228.027,89.844,0.000
1732270589.438,164.062,984.863,447.266,214.355,0.000
1732270589.442,152.832,-1000.000,312.500,70.312,0.000
1732270589.446,102.539,565.430,-140.625,-154.297,0.000
1732270589.449,145.020,388.672,-195.312,-101.074,0.000
1732270589.453,263.184,795.410,249.023,154.297,0.000
1732270589.457,296.387,-955.566,421.387,241.211,0.000
1732270589.461,302.246,701.172,112.305,159.668,0.000
1732270589.465,238.770,190.430,-293.945,-62.988,0.000
1732270589.469,228.516,524.414,-159.668,-153.809,0.000
1732270589.473,348.145,875.977,148.438,89.355,0.000
1732270589.477,385.254,958.496,324.707,252.441,0.000
1732270589.481,299.805,986.816,268.066,143.555,0.000
1732270589.485,178.223,791.016,-132.812,-83.984,0.000
1732270589.488,165.039,423.828,-440.430,-124.023,0.000
1732270589.492,233.887,574.219,-204.102,102.539,0.000
1732270589.496,295.410,954.590,230.957,258.789,0.000
1732270589.500,289.062,963.379,126.465,214.844,0.000
1732270589.504,205.566,513.184,-363.281,7.324,0.000
1732270589.508,142.090,-186.523,-516.113,-102.539,0.000
1732270589.512,167.969,345.215,-125.977,43.945,0.000
1732270589.516,242.188,-958.008,290.527,231.445,0.000
1732270589.520,242.188,915.039,164.062,232.422,0.000
1732270589.523,152.832,661.621,-285.645,7.812,0.000
1732270589.528,135.742,405.273,-456.055,-139.160,0.000
1732270589.531,235.840,426.270,-307.129,46.875,0.000
1732270589.535,306.641,645.996,-93.750,277.344,0.000
1732270589.539,270.020,908.203,99.609,248.535,0.000
1732270589.543,227.539,785.156,-119.141,17.578,0.000
1732270589.547,266.113,223.145,-436.035,-116.211,0.000
1732270589.551,366.699,-90.820,-441.406,26.855,0.000
1732270589.555,397.461,319.824,-133.789,235.840,0.000
1732270589.559,308.594,-970.703,321.289,260.254,0.000
1732270589.562,234.375,842.773,-43.457,76.660,0.000
1732270589.566,206.543,224.609,-461.426,-76.172,0.000
1732270589.570,201.172,302.734,-318.848,7.324,0.000
1732270589.574,192.871,844.727,89.844,188.965,0.000
1732270589.578,152.832,950.195,196.289,279.297,0.000
1732270589.582,79.590,636.230,-208.984,95.703,0.000
1732270589.586,28.809,181.152,-443.848,-121.094,0.000
1732270589.590,33.203,105.469,-377.930,-72.266,0.000
1732270589.594,69.336,527.832,-118.652,132.812,0.000
1732270589.598,58.105,504.883,-58.594,264.160,0.000
1732270589.602,4.395,333.984,-194.336,99.121,0.000
1732270589.605,-28.809,368.164,-300.293,-134.277,0.000
1732270589.609,18.555,217.285,-372.559,-99.609,0.000
1732270589.613,90.820,479.492,-95.703,106.934,0.000
1732270589.617,95.215,978.516,311.523,208.496,0.000
1732270589.621,76.660,943.359,170.410,88.379,0.000
1732270589.625,68.848,303.711,-296.875,-110.840,0.000
1732270589.629,112.793,2.441,-407.227,-141.602,0.000
1732270589.633,178.223,572.266,-30.273,47.852,0.000
1732270589.637,183.105,-981.445,312.988,204.102,0.000
1732270589.641,152.344,520.020,-49.316,140.625,0.000
1732270589.644,125.488,-225.586,-481.934,-111.328,0.000
1732270589.648,134.277,37.598,-326.172,-242.188,0.000
1732270589.652,199.707,651.367,32.227,-41.016,0.000
1732270589.656,208.008,904.785,254.395,142.578,0.000
1732270589.660,126.465,920.898,218.262,56.152,0.000
1732270589.664,80.566,614.746,-125.977,-177.246,0.000
1732270589.668,114.746,171.387,-424.316,-256.348,0.000
1732270589.672,127.930,371.582,-160.645,-91.797,0.000
1732270589.676,132.812,860.840,237.793,104.980,0.000
1732270589.680,111.816,-975.586,290.039,111.816,0.000
1732270589.684,60.059,588.867,-121.094,-89.355,0.000
1732270589.688,38.086,-54.688,-439.941,-199.707,0.000
1732270589.691,13.184,117.188,-201.172,-67.383,0.000
1732270589.695,-6.348,735.352,218.262,121.094,0.000
1732270589.699,-40.527,951.660,332.031,150.391,0.000
1732270589.703,-94.727,379.395,-93.750,-39.062,0.000
1732270589.707,-125.000,162.598,-228.516,-212.402,0.000
1732270589.711,-69.824,549.805,75.195,-73.242,0.000
1732270589.715,-9.766,793.945,275.391,167.480,0.000
1732270589.719,-50.293,913.086,338.379,204.102,0.000
1732270589.723,-123.535,820.801,192.871,-14.160,0.000
1732270589.727,-129.395,437.012,-116.211,-180.176,0.000
1732270589.731,-75.195,201.172,-130.371,-56.152,0.000
1732270589.734,-19.531,462.402,178.711,172.852,0.000
1732270589.738,-45.898,919.434,395.508,231.445,0.000
1732270589.742,-101.074,936.035,325.195,36.133,0.000
1732270589.746,-97.168,22.461,-192.383,-106.934,0.000
1732270589.750,-73.730,-246.582,-194.824,-51.758,0.000
1732270589.754,-24.414,759.766,415.527,125.488,0.000
1732270589.758,-6.836,972.656,423.828,259.277,0.000
